"","C_Name","Cnum","Continent","Landareasqkm","eez_areasqkm","Admin_code","A_Name","CCode","HDI","L_exp","Pop8085k","Pop1015k","Popchangek","PopChangePC","MBAqua8084","MBAqua1014","FWAqua8084","FWAqua1014","MarCap8084","MarCap1014","FWCap8084","FWCap1014","Aqua8084","Aqua1014","bird_tot_Threat","bird_prp_Threat","Agri_Dep","Fish_Dep","adaptive_C","healthy_life","crops_RC","CatchinEEZ","thr_pred_n","thr_data_n","thr_crit_n","thr_pred_prp","thr_data_prp","thr_crit_prp","eez_name","MultiRelC","TradeImport8084","TradeImport1013","tradez_TradeExp8084","tradez_TradeExp1013","TradeReex8084","TradeReex1013","thr_pred_prp2","thr_pred_n2","rcp26","rcp45","rcp60","rcp85","rcp26dis","rcp45dis","rcp60dis","rcp85dis","RCP60L10EEZ","RCP26L10EEZ","RCP45L10EEZ","RCP85L10EEZ","Avail8084","Avail1014","AvailPCap8084","AvailPCap1014","AvailPCChange","Mean_Threat","Rel_Sea","Balance_Threat","log10fishc","log10cropc","Total_Threat","Balance_Dep","Total_Dep","SE","V","Vland","Vsea","Balance_V","E","Balance_E","CCcat","HDIcat","Balance_Threat_prp","thr_pred_prp_cat","Fish_Dep_cat","extremes","EEZ","ISO_3digit","WeightedThreat","CR","DDTHR","EN","VU","SpeciesRichness","THRrichness","PropTHR"
"106","Trinidad Tob",780,"North America",5128,75195,780,"Trinidad Tob","TTO",0.771893819,70.4,1128,1344,216,19.14894,0,0,0,7.76,5882.618056,17841.1891,0.2,0.2,0,0,5,0.0131,0.182142413,0.134394865,NA,0.611428571,0.747430379,12834.84318,17.34916358,15.24706928,4.541514178,0.344345403,0.310324138,0.078089884,75195,0.791204563,5665.64,12877.95,612.28,3757.6,0,78.05,0.342857143,24,-0.099198557,-0.140246086,-0.126429254,-0.243713937,0,0,0,0,-0.0925,-0.094881429,-0.0843825,-0.118453571,10936.178056,26891.4491,9.69519331205674,20.0085186755952,106.375654735147,0.1787227015,0.331245403,0.776277980958785,-0.101711216759706,-0.126429254407252,22.34916358,0.424578317755042,0.316537278,0.76601594840382,-0.00587787059618028,-0.635755046219435,-0.665559988568231,0.0298049423487955,1.538634942,0.514225006466804,"both","high",0.963351046369451,"[0.25,0.5)","[0.1,0.2)","Trinidad Tob","Trinidad and Tobago Exclusive Economic Zone","TTO",0.259454328,4,6,2,12,70,24,0.342857143
"107","Tunisia",788,"Africa",155360,100073,788,"Tunisia","TUN",0.721191132,74.8,6845,10946.5,4102,59.92695,104.2,8113,0,1005,79475.92136,134506.6297,100,997.8,104.2,104.2,10,0.0358,0.167339624,0.02438253,NA,0.737142857,0.741052906,104109.2792,31.79643643,28.8034112,11.10427056,0.486089326,0.440285729,0.169681832,100073,0.87222832,717.2,43648.2,6522.56,25709.65,0,0,0.5,34,-0.150569124,-0.172146436,-0.130150785,-0.2298255,0,0,0,0,-0.04351,-0.077212105,-0.052026667,-0.104708421,73874.76136,162560.9797,10.7925144426589,14.8504983053944,37.5999854741525,0.260944663,0.450289326,0.760745153076678,-0.0593698165160018,-0.13015078532209,41.79643643,0.127176382547841,0.191722154,0.757735320631735,0.0365441886317355,-0.597183617345853,-0.69992399882075,0.102740381474898,1.613281226,0.540654850464367,"both","high",0.931403080660056,"[0.25,0.5)","[0,0.1)","Tunisia","Tunisian Exclusive Economic Zone","TUN",0.907549988,3,3,9,19,68,34,0.5
"108","Turkey",792,"Asia",769632,254134,792,"Turkey","TUR",0.761120293,75.3,46542,75488,28946,62.19329,0,103150.62,1769.2,104365.7,594247.7356,512776.0383,5237,8550,1769.2,1769.2,20,0.0567,0.165254929,0.008491983,NA,0.751428571,1.092707144,449971.7385,7.966781058,6.696762217,1.582663847,0.694155241,0.417293878,0.037018778,254134,0.864173429,1093.92,157384.9,17412.32,85069.55,0,0,0.489361702,23,0.045077199,0.03671375,0.038503782,-0.015752578,0,0,1,0,-0.028856667,-0.05693386,-0.108751111,-0.046141754,584935.5356,801157.7083,12.5679071720167,10.6130472167762,-15.5543793289079,0.3754276205,0.637455241,0.284865857156667,-0.0633990912023901,0.0385037824558603,27.966781058,0.04887559095151,0.173746912,1.08153742362703,0.320417130627031,-0.580545051500487,-0.75378174693188,0.173236695431393,1.956880573,0.441607648889465,"sea","high",0.924486110099616,"[0.5,0.75)","[0,0.1)","Turkey","Turkish Exclusive Economic Zone","TUR",0.339714176,1,2,6,14,47,23,0.489361702
"109","UK",826,"Europe",241930,723878,826,"UK","GBR",0.906698192,80.7,56318.5,63716.5,7398,13.136,0,1506,0,49.2,882629.679,646576,0,0.2,0,49.2,8,0.0381,0.116931287,0.000819566,NA,0.905714286,0.60319257,1174830.114,11.32462362,10.42635699,1.615847847,0.328712601,0.303160907,0.044360937,723878,0.701554031,769944.6,850400.65,371796.2,739025.55,0,0,0.266666667,20,-0.2142643,-0.22021846,-0.219544016,-0.251741297,0,0,0,0,-0.125601776,-0.146457126,-0.125074112,-0.204813793,1280778.079,759506.5,22.7416937418433,11.920091342117,-47.5848567946159,0.1834063005,0.290612601,0.586020397741646,-0.153938875652696,-0.219544016653989,19.32462362,0.00696017038619669,0.117750853,0.603877182527995,-0.302821009472005,-0.836166108481062,-0.90612322216903,0.0699571136879671,1.304746601,0.537693702717682,"both","very high",0.896132248739187,"[0.25,0.5)","[0,0.1)",NA,"United Kingdom Exclusive Economic Zone","GBR",1.178967143,1,2,3,14,75,20,0.266666667
"110","Ukraine",804,"Europe",579330,132531,804,"Ukraine","UKR",0.747005221,71,50445,45236,-5209,-10.3261,0,676.44,0,22872.88,0,209406.8245,0,8146,0,0,18,0.0636,0.248130427,0.001657739,0.48890953,0.628571429,1.036353432,56003.13604,1.906376786,0.906376786,0,0.777174724,0.341775755,0,132531,0.936143571,0,415185.85,0,53589.5,0,0,0.666666667,2,0.021942015,-0.001579433,0.01550789,-0.044143936,0,0,1,0,-0.004913158,0.032192,0.000265263,0.070829143,0,602698.4945,0,13.323425910779,Inf,0.420387362,0.713574724,0.0957671406752805,-0.0286575408863345,0.0155078899565806,19.906376786,0.0066365794126532,0.249788166,1.03568838129954,0.288683160299543,-0.489854401394925,-0.745453339292754,0.25559893789783,1.972497003,0.474598222241253,"sea","high",0.92435548050562,"[0.75,1)","[0,0.1)","Ukraine","Ukrainian Exclusive Economic Zone","UKR",0.03574828,NA,1,NA,1,3,2,0.666666667
"111","Untd Arab Em",784,"Asia",83600,54017,784,"Untd Arab Em","ARE",0.83546904,77,1183.5,8743,7560,638.78327,1.44,453.4,0,66.8,83334.43866,83390.39087,0.2,0.2,1.44,1.44,12,0.0446,NA,0.009737339,0.620228214,0.8,0.208923966,58816.49828,23.27791363,21.27791363,4.365145657,0.533955389,0.487441842,0.099400817,54017,NA,10087.8,124382.9,248.8,31737.75,3609.2,14264.25,0.491525424,29,-0.665860593,-0.681186905,-0.68001174,-0.7311742,0,0,0,0,0.02801,-0.049311,0.02388,-0.105988182,89565.87866,162291.69087,75.6788159357837,18.5624717911472,-75.4720372384022,0.2892776945,0.489355389,0.659843829602346,NA,-0.680011738552223,35.27791363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high",0.922911443142741,"[0.5,0.75)","[0,0.1)",NA,"United Arab Emirates Exclusive Economic Zone","ARE",0.176197403,2,3,4,20,59,29,0.491525424
"112","Uruguay",858,"South America",175015,129257,858,"Uruguay","URY",0.792762977,77.2,2964,3403,439,14.81107,0,0,0,134.776,158580.831,84391.22726,18.2,629.8,0,0,22,0.0603,0.278424993,0.003935608,NA,0.805714286,0.95746894,65185.57084,29.2299307,26.29525777,7.885561277,0.466060618,0.424332589,0.117808831,129257,0.726871407,1300.84,29742.2,70139.76,78407.2,0,0,0.457446809,43,-0.018795728,-0.030387227,-0.018875305,-0.073973484,1,0,1,0,-0.185177143,-0.095143462,-0.179099524,-0.138958846,89760.111,36490.80326,30.2834382591093,10.7231276109315,-64.5907855006986,0.263180309,0.405760618,0.570563541675843,-0.138542414684388,-0.0188753055111914,51.2299307,0.0139382335427172,0.282360601,0.954254817730672,0.161491840730672,-0.526179694082783,-0.78990229607564,0.263722601992857,1.684340347,0.431546633846681,"both","high",0.885439757577,"[0.25,0.5)","[0,0.1)",NA,"Uruguayan Exclusive Economic Zone","URY",1.975323676,4,6,9,24,94,43,0.457446809
"113","USA",840,"North America",9147593,5803243,840,"USA","USA",0.914959354,79.1,235140,315825,80685,34.3136,111699.64,182054.44,139327.8,250287.2,4847539.606,5675914.408,18813.08,3128.96,251027.44,251027.44,77,0.1105,0.074224311,0.00167837,NA,0.86,0.915606528,2264822.221,15.80272379,13.69876155,2.260158656,0.403264576,0.365498904,0.037547292,2433363,0.936563927,1062400.84,2490937.35,773362,1627912.4,0,28121.05,0.206030151,41,-0.02407859,-0.062914496,-0.03829112,-0.13195911,0,0,0,0,-0.051804838,-0.017988936,-0.054911185,-0.039261034,5406418.966,6946288.908,22.9923405885855,21.9941072049394,-4.34159097374216,0.256882288,0.292764576,0.170282973867873,-0.0284625736589421,-0.0382911195970237,92.80272379,0.0221121306637377,0.075902681,0.91606994074506,0.00111058674506015,-0.846999090312098,-0.913387453201841,0.0663883628897433,1.852170455,0.505657524377258,"both","very high",0.78492094402398,"[0.25,0.5)","[0,0.1)",NA,"United States Exclusive Economic Zone","USA",4.250616488,3,12,5,21,199,41,0.206030151
"114","Vanuatu",548,"Oceania",12189,617660,548,"Vanuatu","VUT",0.593871205,71.9,121,248,127,105,0,16.92,0,59.532,78331.24619,200091.0997,0.2,0.2,0,0,9,0.1385,0.545647706,1,NA,0.654285714,0.207085145,121531.2626,10.35074969,10.35074969,0.147020557,0.445936242,0.445936242,0.003749798,617660,1.03341114,6008.8,2303.1,1.8,34653.3,5132.6,0,0.297297297,11,-0.675855654,-0.695988256,-0.683851054,-0.797192205,0,0,0,0,-0.002000133,0.0085272,-0.021446133,-0.038545067,79205.84619,167817.5517,654.593770165289,676.683676209678,3.37459765906578,0.292218121,0.307436242,0.534901740543366,0.0142731388570705,-0.683851053573551,19.35074969,0.646977960189849,1.545647706,0.741699851696948,0.147828646696948,-0.480875670684073,0.439539935,-0.920415605684073,1.240496285,0.83306266410947,"land","med",0.763019487761336,"[0.25,0.5)","[1,1.1)","Vanuatu","Vanuatu Exclusive Economic Zone","VUT",0.043012077,NA,1,NA,10,37,11,0.297297297
"115","Venezuela",862,"South America",882050,468765,862,"Venezuela","VEN",0.7622524,74.2,16426,30052,13626,82.95385,55.2,18719.798,373.8,6450.284,273296.9316,243352.7378,6264.8,4793.4,429,429,45,0.0337,NA,0.019961695,0.462828859,0.72,0.832164577,157651.8965,17.48466613,14.44307976,2.97307482,0.394980105,0.347966699,0.046677459,468765,0.732596098,15381.16,63268.55,16655.2,17043.25,0,0,0.28,28,-0.054545984,-0.082652307,-0.079790775,-0.15131576,0,0,0,0,-0.1261885,-0.117720333,-0.1147245,-0.1506235,278716.6916,319541.5198,16.9680197004749,10.6329535405297,-37.3353300607484,0.2143400525,0.361280105,0.279823310468251,-0.135135398832246,-0.0797907748935351,62.48466613,NA,NA,NA,NA,NA,-0.747628540133534,NA,1.564760675,0.468184118954804,"both","high",0.921386601321281,"[0.25,0.5)","[0,0.1)",NA,"Venezuelan Exclusive Economic Zone","VEN",1.714314282,4,7,2,15,100,28,0.28
"116","Viet Nam",704,"Asia",310070,642010,704,"Viet Nam","VNM",0.66571735,75.8,57711,90903,33192,57.51417,10998,761340.4,97934,2295301.8,611501.8288,3113522.103,94367.8,199960,108932,108932,46,0.0578,0.455681276,0.141258904,NA,0.765714286,0.846964827,2658202.807,30.96184653,28.79325807,6.81603135,0.446626544,0.417219532,0.095706748,642010,0.870923701,177.2,327564.15,9513.8,1377974.1,0,0,0.404958678,49,-0.049422443,-0.06986212,-0.072134625,-0.14386045,0,0,0,0,-0.061115965,-0.050400595,-0.072377368,-0.064153095,805465.0288,5319714.353,13.9568718060682,58.5207787751779,319.297243596766,0.252213272,0.388826544,0.402301243096226,-0.0600198905561889,-0.0721346248015116,76.96184653,0.236638290959071,0.59694018,0.852634413996664,0.186917063996664,-0.279771336905521,-0.542691622529116,0.262920285623596,1.717888528,0.506973349437258,"both","med",0.885414436080905,"[0.25,0.5)","[0.1,0.2)","Viet Nam","Vietnamese Exclusive Economic Zone","VNM",2.109860071,3,4,8,34,121,49,0.404958678
"117","Yemen",887,"Asia",527968,544149,887,"Yemen","YEM",0.49811025,63.8,8916.5,25212,16296,182.76229,0,80,0,0,183189.7969,190327.6,0.16,0,0,0,18,0.0586,NA,0.027332014,NA,0.422857143,0.480954221,190327.6,19.90156225,18.18244158,2.907821143,0.510894148,0.479109282,0.056073885,544149,0.775526612,3199,15333.35,4524,118919.9,0,234.55,0.469879518,39,-0.313103396,-0.323475004,-0.317896259,-0.381032779,0,0,1,0,-0.101502321,-0.057678947,-0.090823036,-0.112086974,181864.9569,86586.5,20.3964511747883,3.43433682373473,-83.1620864124645,0.284747074,0.452294148,0.52508553918513,-0.110403294889119,-0.317896259412566,37.90156225,NA,NA,NA,NA,NA,-0.476913545783443,NA,1.256480833,0.617221203564511,"both","low",0.897101664335276,"[0.5,0.75)","[0,0.1)",NA,"Yemeni Exclusive Economic Zone","YEM",1.346049806,2,8,4,25,83,39,0.469879518
